,AV,Cmp%,DOB,End_Year,FF,FGA,FGM,FantPt,G,GS,Int,Player,Pos,QBrec,Rec,Ret,Rt,Rush,Sk,Start_Year,TD,Tkl,XPA,XPM,Y/A,Y/R,Yds,Draft_Pick,Draft_Round,Draft_Year,position_group,injured_pct
1332,5,,1991-08-27,2016,,,,105.6,24,,,Javorius Allen,RB,,,,,146,,2015,1,,,,3.8,,548,125,4,2008,RB,0.06
1333,20,,1985-11-14,2012,1,,,,61,,,Gary Guyton,LB,,,,,,4.5,2008,,144,,,,,,,,,LB,0.06
1334,10,,1992-04-02,2016,3,,,,32,,,Demarcus Lawrence,DE,,,,,,9.0,2014,,52,,,,,,34,2,2008,DL,0.21
1335,23,,1989-10-21,2016,,,,,62,47,,Ricky Wagner,OT,,,,,,,2013,,,,,,,,168,5,2008,OL,0.04
1336,15,,1985-09-23,2011,,,,,76,,2,Marcus Thomas,DT,,,,,,,2007,0,,,,,,9,121,4,2008,DL,0.12
1337,1,,1993-09-07,2016,,,,,14,,,Ryan Smith,CB,,,,10,,,2016,0,,,,,,169,108,4,2008,DB,0.12
1338,10,,1984-10-25,2014,,,,169.3,122,,,Dante Rosario,TE,,116,,,,,2007,8,,,,,10.6,1235,155,5,2008,TE,0.04
1339,4,,1988-12-11,2016,,,,49.6,92,,,Anthony Sherman,RB,,49,,,,,2011,2,,,,,7.8,382,136,5,2008,RB,0.06
1340,16,,1989-12-02,2016,,,,254.0,73,,,Robert Turbin,RB,,,,,328,,2012,8,,,,3.9,,1291,106,4,2008,RB,0.09
1341,2,,1985-02-06,2010,0,,,,31,,,Kenny Iwebema,DE,,,,,,2.0,2008,,7,,,,,,116,4,2008,DL,0.44
1342,60,,1979-04-28,2012,11,,,,143,,,Scott Fujita,LB,,,,,,23.5,2002,,598,,,,,,143,5,2008,LB,0.47
1343,10,,1991-05-20,2016,,,,202.5,48,,,Justin Hunter,WR,,78,,,,,2013,12,,,,,16.7,1305,34,2,2008,WR,0.17
1344,14,,1988-08-07,2016,,,,288.6,66,,,Jordan Cameron,TE,,173,,,,,2011,14,,,,,11.8,2046,102,4,2008,TE,0.28
1345,37,,1987-08-05,2016,,,,602.5,89,,,C.J. Spiller,RB,,,,,710,,2010,12,,,,4.9,,3451,9,1,2008,RB,0.14
1346,0,,1992-06-23,2014,,,,,2,,,Kenny Ladler,FS,,,,,,,2014,,,,,,,,,,,DB,0.5
1347,29,,1982-11-11,2012,,,,,89,,8,Cedric Griffin,DB,,,,,,,2006,0,,,,,,0,48,2,2008,DB,0.44
1348,8,,1988-05-07,2014,,,,154.8,51,,,Austin Pettis,WR,,107,,,,,2011,9,,,,,9.7,1034,78,3,2008,WR,0.02
1349,1,,1991-04-08,2016,,,,,20,,,Dexter McDougle,CB,,,,,,,2015,,,,,,,,,,,DB,0.5
1350,77,,1978-06-25,2010,8,,,,146,,,Marcus Stroud,DT,,,,,,29.5,2001,,309,,,,,,13,1,2008,DL,0.06
1351,7,,1990-09-18,2015,,,,,43,,,Jayron Hosley,CB,,,3,,,,2012,0,,,,,,9,94,3,2008,DB,0.16
1352,77,,1988-03-28,2016,8,,,,105,,,Geno Atkins,DT,,,,,,52.0,2010,,161,,,,,,120,4,2008,DL,0.11
1353,82,,1988-03-30,2016,,,,,96,,30,Richard Sherman,DB,,,,,,,2011,2,,,,,,375,154,5,2008,DB,0.0
1354,2,,1988-09-24,2013,,,,,34,,,Curtis Brown,DB,,,,,,,2011,,,,,,,,95,3,2008,DB,0.28
1355,9,,1990-04-26,2016,1,,,,36,,,Sealver Siliga,DT,,,,,,6.5,2012,,48,,,,,,,,,DL,0.31
1356,0,,1989-08-25,2015,,,,16.7,20,,,Jake Stoneburner,TE,,5,,,,,2013,2,,,,,9.4,47,,,,TE,0.21
1357,55,,1981-08-19,2013,,,,813.7,135,,,Nate Burleson,WR,,457,,,,,2003,39,,,,,12.3,5630,71,3,2008,WR,0.34
1358,27,,1984-12-05,2016,7,,,,124,,,Wallace Gilberry,DE,,,,,,34.0,2008,,127,,,,,,,,,DL,0.02
1359,45,,1990-05-18,2016,19,,,,80,,,Robert Quinn,DE,,,,,,54.0,2011,,154,,,,,,14,1,2008,DL,0.27
1360,4,,1990-08-17,2015,,,,,17,8,,Chris Watt,OG,,,,,,,2014,,,,,,,,89,3,2008,OL,0.38
1361,19,,1989-10-12,2016,,,,334.8,65,,,Rishard Matthews,WR,,172,,,,,2012,17,,,,,13.6,2341,227,7,2008,WR,0.1
1362,9,,1991-11-21,2016,,102,86,,48,,,Cairo Santos,K,,,,,,,2014,,,118,113,,,,,,,ST,0.0
1363,18,,1983-03-17,2012,,,,,96,,6,Eric Smith,DB,,,,,,,2006,0,,,,,,14,97,3,2008,DB,0.11
1364,4,,1983-05-28,2010,0,,,,36,,,Jay Alford,DT,,,,,,3.5,2007,,13,,,,,,81,3,2008,DL,1.0
1365,5,,1986-12-26,2016,,,,,59,6,,Chykie Brown,DB,,,,,,,2011,,,,,,,,164,5,2008,DB,0.1
1366,2,,1992-06-30,2016,,,,,21,,,Nick Marshall,CB,,,,25,,,2015,0,,,,,,514,,,,DB,0.06
1367,10,,1981-03-25,2012,,,,,125,3,,Niko Koutouvides,LB,,,,,,,2004,,,,,,,,116,4,2008,LB,0.12
1368,18,,1987-03-06,2015,2,,,,80,,,George Selvie,DE,,,,,,14.0,2010,,105,,,,,,226,7,2008,DL,0.14
1369,3,,1994-06-01,2016,,,,,32,,,Bradley Pinion,P,,,,,,,2015,,,,,,,,165,5,2008,ST,0.0
1370,22,,1992-04-27,2016,,,,347.7,38,,,Keenan Allen,WR,,221,,,,,2013,16,,,,,11.8,2617,76,3,2008,WR,0.39
1371,113,56.2,1980-06-26,2015,,,,1991.5,143,,88,Michael Vick,QB,61-51-1,,,,,,2001,133,,,,7.0,,22464,1,1,2008,QB,0.21
1372,4,,1986-04-27,2014,,,,,33,,,Trindon Holliday,WR,,,83,,,,2011,2,,,,,,769,,,,WR,0.36
1373,13,,1990-12-20,2016,6,,,,47,,,Trent Murphy,DE,,,,,,15.0,2014,,61,,,,,,47,2,2008,DL,0.02
1375,9,,1984-02-10,2013,,,,143.4,49,,,Bernard Scott,RB,,,,,259,,2009,4,,,,4.1,,1049,209,6,2008,RB,0.39
1376,11,,1987-12-18,2016,,,,,58,23,,Daniel Kilgore,OL,,,,,,,2011,,,,,,,,163,5,2008,OL,0.48
1377,24,,1983-07-26,2012,,,,,119,,12,Stanford Routt,DB,,,,,,,2005,1,,,,,,115,38,2,2008,DB,0.03
1378,67,,1984-10-10,2016,,,,,129,,15,Paul Posluszny,LB,,,,,,,2007,1,,,,,,145,34,2,2008,LB,0.19
1379,25,,1989-04-26,2016,,,,,94,,8,Buster Skrine,DB,,,,,,,2011,0,,,,,,104,137,5,2008,DB,0.01
1380,14,,1984-11-20,2013,,,,270.3,88,,,Tashard Choice,RB,,,,,372,,2008,10,,,,4.2,,1579,122,4,2008,RB,0.06
1381,128,,1982-07-31,2016,35,,,,178,,,DeMarcus Ware,LB,,,,,,138.5,2005,,505,,,,,,11,1,2008,LB,0.1
1382,12,47.9,1987-08-14,2012,,,,306.9,35,,9,Tim Tebow,QB,8-6-0,,,,,,2010,17,,,,6.7,,2422,25,1,2008,QB,0.12
1383,0,,1987-08-10,2015,,,,,8,,,Doug Worthington,DE,,,,,,,2012,,,,,,,,,,,DL,0.06
1384,39,,1988-10-29,2016,,,,,75,,13,Janoris Jenkins,CB,,,,,,,2012,5,,,,,,305,39,2,2008,DB,0.06
1385,1,,1993-06-03,2015,,,,20.4,7,,,David Cobb,RB,,,,,52,,2015,1,,,,2.8,,146,138,5,2008,RB,0.56
1386,42,,1985-01-01,2012,4,,,,97,,,Ray Edwards,DE,,,,,,33.0,2006,,169,,,,,,127,4,2008,DL,0.04
1387,48,,1990-12-13,2016,6,,,,79,,,Fletcher Cox,DT,,,,,,28.5,2012,,189,,,,,,12,1,2008,DL,0.02
1388,48,,1988-04-03,2016,,,,,100,,12,Kam Chancellor,DB,,,,,,,2010,0,,,,,,168,133,5,2008,DB,0.09
1389,41,57.6,1988-01-13,2015,,,,841.2,62,,68,Josh Freeman,QB,25-36-0,,,,,,2009,81,,,,6.8,,13873,17,1,2008,QB,0.06
1390,2,,1991-07-31,2016,,,,,28,,,Keith Reaser,CB,,,,,,,2015,,,,,,,,,,,DB,0.38
1391,10,53.2,1984-05-07,2016,,,,176.0,33,,19,Drew Stanton,QB,8-5-0,,,,,,2008,14,,,,6.3,,3165,,,,QB,0.17
1393,53,60.3,1981-12-31,2014,,,,1007.3,90,,60,Jason Campbell,QB,32-47-0,,,,,,2006,87,,,,6.7,,16771,,,,QB,0.15
1394,7,,1990-11-27,2016,1,,,,40,,,Lamarcus Joyner,CB,,,,,,4.0,2014,,139,,,,,,41,2,2008,DB,0.19
1395,14,,1992-01-27,2016,6,,,,63,,,Tony Jefferson,FS,,,,,,5.0,2013,,220,,,,,,,,,DB,0.02
1396,4,,1992-07-07,2016,1,,,,37,,,Cassius Marsh,DE,,,,,,3.0,2014,,25,,,,,,108,4,2008,DL,0.69
1397,0,,1989-10-19,2014,,,,,3,,,Tauren Poole,RB,,,,,,,2012,,,,,,,,,,,RB,1.0
1398,137,62.5,1979-12-27,2016,,,,2584.8,175,,180,Carson Palmer,QB,89-84-1,,,,,,2004,285,,,,7.3,,44269,,,,QB,0.09
1399,6,,1993-08-18,2016,,,,,32,12,,Bobby McCain,CB,,,,,,,2015,,,,,,,,145,5,2008,DB,0.0
1400,10,,1983-07-05,2012,,,,141.8,80,,,David Thomas,TE,,102,,,,,2006,8,,,,,9.2,938,86,3,2008,TE,0.25
1401,123,,1980-11-12,2014,,,,,173,,16,Lance Briggs,LB,,,,,,,2003,5,,,,,,256,68,3,2008,LB,0.18
1402,1,,1992-01-17,2016,,,,,9,,,Ryan Russell,DE,,,,,,,2015,,,,,,,,163,5,2008,DL,0.56
1403,2,,1992-03-02,2015,,,,,13,2,,Carl Davis,DT,,,,,,,2015,,,,,,,,90,3,2008,DL,1.0
1404,10,,1990-09-08,2016,,,,199.3,61,,,Mychal Rivera,TE,,146,,,,,2013,10,,,,,9.7,1413,184,6,2008,TE,0.0
1405,35,,1985-09-01,2016,,,,,111,,,Leodis McKelvin,DB,,,99,,,,2008,3,,,,,,1021,11,1,2008,DB,0.29
1406,38,,1987-02-16,2016,1,,,,114,,,Evander Hood,DT,,,,,,13.5,2009,,128,,,,,,32,1,2008,DL,0.0
1407,26,,1989-10-27,2016,4,,,,78,,,Mark Barron,SS,,,,,,7.0,2012,,364,,,,,,7,1,2008,DB,0.04
1408,2,,1992-01-01,2016,,,,,19,,,Alani Fua,OLB,,,,,,,2015,,,,,,,,,,,LB,0.41
1409,41,,1982-07-06,2013,,,,949.7,109,,,Brandon Jacobs,RB,,,,,1141,,2005,60,,,,4.5,,5094,110,4,2008,RB,0.17
1410,8,,1991-04-23,2016,,,,,32,25,,Nevin Lawson,CB,,,,,,,2014,,,,,,,,133,4,2008,DB,0.29
1411,2,,1986-05-23,2013,,,,,31,1,,Brandon Hughes,DB,,,,,,,2010,,,,,,,,,,,DB,0.3
1412,3,,1990-12-19,2016,,,,53.2,48,,,Ryan Grant,WR,,39,,,956,,2014,2,,,,4.3,10.6,412,142,5,2008,WR,0.0
1413,3,,1990-09-08,2016,,,,,24,7,,Pierre Desir,CB,,,,,,,2014,,,,,,,,127,4,2008,DB,0.03
1414,12,,1991-12-20,2015,,,,224.3,21,,,Martavis Bryant,WR,,76,,,,,2014,14,,,,,17.3,1314,118,4,2008,WR,0.12
1415,0,,1984-12-26,2010,,,,,6,,,Shawn Crable,DE,,,,,,,2010,,,,,,,,,,,DL,1.0
1416,0,,1992-02-25,2016,,,,,4,,,Mario Alford,WR,,,8,,,,2015,0,,,,,,68,238,7,2008,WR,0.06
1417,16,,1991-02-14,2016,,,,,58,,5,J.J. Wilcox,S,,,,,,,2013,0,,,,,,78,80,3,2008,DB,0.08
1418,6,,1989-12-17,2014,0,,,,29,,,Frank Alexander,DE,,,,,,3.5,2012,,20,,,,,,103,4,2008,DL,0.03
1419,1,,1989-11-14,2015,,,,44.9,63,,,Will Johnson,FB,,31,,,,,2012,2,,,,,7.6,235,,,,FB,0.27
1420,2,,1990-10-26,2016,,,,,34,2,,Leon McFadden,CB,,,,,,,2013,,,,,,,,68,3,2008,DB,0.09
1421,64,,1979-07-18,2012,,,,898.7,140,,,Deion Branch,WR,,518,,,,,2002,39,,,,,12.8,6644,65,2,2008,WR,0.08
1422,19,,1981-01-25,2010,4,,,,104,,,Reggie Torbor,LB,,,,,,6.5,2004,,168,,,,,,97,4,2008,LB,0.19
1423,57,,1979-09-17,2010,9,,,,143,,,Akin Ayodele,LB,,,,,,9.5,2002,,553,,,,,,89,3,2008,LB,0.0
1424,5,,1992-04-13,2016,,,,72.4,31,,,Paul Richardson,WR,,51,,,,,2014,2,,,,,11.7,599,45,2,2008,WR,0.47
1425,36,,1986-11-22,2015,,,,570.1,104,,,Brian Hartline,WR,,344,,,,,2009,14,,,,,13.9,4766,108,4,2008,WR,0.08
1426,12,,1991-02-25,2016,,,,,37,19,,Shamar Stephen,DT,,,,,,,2014,,,,,,,,220,7,2008,DL,0.69
1427,0,,1992-03-24,2014,,,,,3,,,Khairi Fortt,OLB,,,,,,,2014,,,,,,,,126,4,2008,LB,0.31
1428,32,,1978-10-06,2010,,,,585.4,103,,,Correll Buckhalter,RB,,,,,655,,2001,21,,,,4.5,,2944,121,4,2008,RB,0.12
1430,16,,1984-09-18,2011,,,,172.7,40,,,Anthony Gonzalez,WR,,99,,,,,2007,7,,,,,13.2,1307,32,1,2008,WR,0.73
1431,108,,1982-05-06,2016,,,,1563.5,223,,,Jason Witten,TE,,1089,,,,,2003,63,,,,,10.9,11888,69,3,2008,TE,0.0
1432,24,,1988-11-21,2016,0,,,,60,,,Sylvester Williams,DT,,,,,,5.5,2013,,69,,,,,,28,1,2008,DL,0.03
1434,18,,1990-07-10,2014,,,,404.4,46,,,Trent Richardson,RB,,,,,614,,2012,17,,,,3.3,,2032,3,1,2008,RB,0.04
1435,37,,1982-10-27,2014,,,,,142,,,Jim Leonhard,DB,,,108,,,,2005,0,,,,,,998,,,,DB,0.1
1436,2,,1994-04-12,2016,,,,32.8,18,,,Maxx Williams,TE,,32,,,,,2015,1,,,,,8.4,268,55,2,2008,TE,0.44
1437,24,,1977-08-06,2010,7,,,,160,,,Pierson Prioleau,DB,,,,,,6.0,1999,,348,,,,,,,,,DB,0.03
1438,19,,1987-05-11,2015,,,,308.8,88,,,Louis Murphy,WR,,162,,,,,2009,10,,,,,14.3,2322,124,4,2008,WR,0.19
1439,18,,1983-03-27,2011,,,,,78,,8,Domonique Foxworth,DB,,,,,,,2005,0,,,,,,103,97,3,2008,DB,0.91
1440,19,,1990-04-03,2016,,,,306.2,46,,,John Brown,WR,,152,,,,,2014,14,,,,,14.6,2216,91,3,2008,WR,0.02
1441,27,,1989-05-05,2016,1,,,,78,,,Mike Daniels,DT,,,,,,22.0,2012,,114,,,,,,132,4,2008,DL,0.0
1442,13,,1993-04-17,2016,,,,,29,29,,Ali Marpet,C,,,,,,,2015,,,,,,,,61,2,2008,OL,0.19
1443,0,,1991-10-13,2015,,,,8.2,24,,,Nic Jacobs,TE,,3,,,,,2014,1,,,,,7.3,22,,,,TE,0.25
1445,50,,1979-11-23,2012,6,,,,133,,,Scott Shanle,LB,,,,,,9.0,2003,,400,,,,,,251,7,2008,LB,0.06
1446,47,,1986-03-19,2015,,,,908.1,103,,,Ahmad Bradshaw,RB,,,,,1083,,2007,36,,,,4.6,,4928,250,7,2008,RB,0.28
1447,22,,1981-01-06,2010,,,,310.6,90,,,Bo Scaife,TE,,251,,,,,2005,12,,,,,9.5,2383,179,6,2008,TE,0.38
1448,43,,1981-08-14,2010,,,,740.7,94,,,Julius Jones,RB,,,,,1280,,2004,22,,,,4.0,,5068,43,2,2008,RB,0.09
1449,32,,1989-07-10,2016,4,,,,91,,,Akeem Ayers,LB,,,,,,15.5,2011,,218,,,,,,39,2,2008,LB,0.0
1450,2,65.4,1986-10-07,2016,,,,29.7,56,,1,Chase Daniel,QB,1-1-0,,,,,,2010,1,,,,6.2,,480,,,,QB,0.0
1451,31,65.9,1988-08-19,2016,,,,748.5,46,,42,Kirk Cousins,QB,19-21-1,,,,,,2012,72,,,,7.8,,12113,102,4,2008,QB,0.06
1452,10,,1993-08-03,2016,,,,181.1,22,,,Thomas Rawls,RB,,,,,256,,2015,7,,,,4.6,,1179,,,,RB,0.19
1453,15,,1985-08-30,2012,4,,,,69,,,Lawrence Jackson,DE,,,,,,19.5,2008,,97,,,,,,28,1,2008,DL,0.09
1454,4,,1991-02-23,2016,,,,,48,2,,Shamarko Thomas,SS,,,,,,,2013,,,,,,,,111,4,2008,DB,0.22
1455,0,,1986-03-21,2011,,,,,2,,,Rob Bruggeman,C,,,,,,,2010,,,,,,,,,,,OL,0.0
1457,24,,1989-12-28,2016,3,,,,59,,,Bennie Logan,DT,,,,,,5.5,2013,,124,,,,,,67,3,2008,DL,0.06
1458,4,,1987-07-14,2016,0,,,,44,,,Margus Hunt,DE,,,,,,1.5,2013,,14,,,,,,53,2,2008,DL,0.25
1459,1,,1991-07-03,2015,,,,,17,,,IK Enemkpali,DE,,,,,,,2014,,,,,,,,210,6,2008,DL,0.56
1460,26,,1989-08-22,2016,,,,377.5,72,,,Mohamed Sanu,WR,,211,,,,,2012,15,,,,,11.6,2446,83,3,2008,WR,0.1
1461,3,,1992-10-04,2016,,,,,32,6,,Marcus Roberson,CB,,,,,,,2014,,,,,,,,,,,DB,0.38
1462,3,,1983-10-09,2010,,,,74.4,23,,,DeShawn Wynn,RB,,,,,64,,2007,5,,,,5.2,,332,228,7,2008,RB,0.41
1463,65,,1989-10-22,2016,11,,,,92,,,Muhammad Wilkerson,DT,,,,,,41.0,2011,,217,,,,,,30,1,2008,DL,0.03
1464,9,,1987-02-15,2014,,,,,40,29,,Chris Cook,DB,,,,,,,2010,,,,,,,,34,2,2008,DB,0.39
1465,6,,1991-10-14,2016,,,,76.5,37,,,Josh Huff,WR,,51,,,,,2014,4,,,,,10.3,523,86,3,2008,WR,0.12
1466,3,,1988-04-09,2014,,,,54.0,21,,,Ryan Broyles,WR,,32,,,,,2012,2,,,,,13.1,420,54,2,2008,WR,0.38
1467,8,,1993-01-22,2016,,,,123.5,21,,,Ty Montgomery,WR,,59,,,80,,2015,2,,,,5.9,8.2,484,94,3,2008,WR,0.34
1468,77,,1984-01-19,2016,23,,,,146,,,Elvis Dumervil,DE,,,,,,99.0,2006,,255,,,,,,126,4,2008,DL,0.22
1469,6,,1984-02-06,2013,,,,,91,2,,Eric Frampton,DB,,,,,,,2007,,,,,,,,165,5,2008,DB,0.04
1470,19,,1992-01-01,2016,3,,,,52,,,Johnathan Hankins,DT,,,,,,10.0,2013,,89,,,,,,49,2,2008,DL,0.44
1471,30,,1992-03-15,2016,,,,530.8,47,,,Devonta Freeman,RB,,,,,557,,2014,23,,,,4.3,,2383,103,4,2008,RB,0.06
1472,5,,1989-02-06,2016,0,,,,27,,,Damion Square,DE,,,,,,2.5,2013,,18,,,,,,,,,DL,0.0
1473,7,,1985-05-08,2012,,,,103.5,65,,,Jacob Hester,RB,,56,,,111,,2008,3,,,,3.6,5.6,315,69,3,2008,RB,0.04
1474,46,,1983-05-20,2012,,,,,116,,7,Barrett Ruud,LB,,,,,,,2005,0,,,,,,45,36,2,2008,LB,0.11
1475,5,,1986-12-10,2013,,,,79.3,30,,,Kahlil Bell,RB,,,,,148,,2009,0,,,,4.3,,633,,,,RB,0.0
1476,24,,1988-02-11,2016,,,,,90,,5,Barry Church,DB,,,,,,,2010,0,,,,,,63,,,,DB,0.21
1477,85,,1981-02-23,2015,,,,,168,,38,Charles Tillman,DB,,,,,,,2003,8,,,,,,675,35,2,2008,DB,0.24
1478,2,,1992-08-17,2015,,,,,19,4,,Brock Vereen,SS,,,,,,,2014,,,,,,,,131,4,2008,DB,0.0
1479,12,,1983-09-23,2015,,,,200.4,89,,,Daniel Fells,TE,,114,,,,,2008,12,,,,,11.7,1334,,,,TE,0.19
1480,3,,1992-05-04,2016,,,,,20,5,,Anthony Harris,DB,,,,,,,2015,,,,,,,,,,,DB,0.0
1481,1,,1992-10-03,2015,,,,,6,4,,Charles Gaines,CB,,,,,,,2015,,,,,,,,189,6,2008,DB,0.62
1482,7,,1982-11-29,2010,,,,,74,,3,Karl Paymah,DB,,,,,,,2005,0,,,,,,13,76,3,2008,DB,0.38
1483,13,,1991-08-25,2016,,,,,44,23,,Jonotthan Harrison,C,,,,,,,2014,,,,,,,,,,,OL,0.06
1484,93,,1985-09-25,2015,,,,1667.6,135,,,Calvin Johnson,WR,,731,,,,,2007,83,,,,,15.9,11619,2,1,2008,WR,0.07
1485,1,,1992-04-03,2016,,,,,12,1,,Gabe Wright,DT,,,,,,,2015,,,,,,,,113,4,2008,DL,0.19
1486,13,,1989-01-30,2012,,,,224.9,22,,,Jahvid Best,RB,,,,,255,,2010,6,,,,3.7,,945,30,1,2008,RB,0.54
1487,1,,1989-11-26,2014,,,,,15,,,Quanterus Smith,DE,,,,,,,2014,,,,,,,,,,,DL,0.5
1488,6,,1989-11-04,2014,,,,91.1,39,,,Jarrett Boykin,WR,,57,,,,,2012,3,,,,,12.8,731,,,,WR,0.09
1489,8,,1989-09-09,2014,,,,,29,,5,Alfonzo Dennard,CB,,,,,,,2012,1,,,,,,95,224,7,2008,DB,0.25
1490,10,,1993-11-29,2016,,,,,26,24,,Marcus Martin,C,,,,,,,2014,,,,,,,,70,3,2008,OL,0.25
1491,35,,1990-05-02,2016,11,,,,58,,,Jamie Collins,OLB,,,,,,12.5,2013,,254,,,,,,52,2,2008,LB,0.12
1492,0,,1993-09-24,2015,,,,,3,,,Tyler Varga,RB,,,,6,,,2015,0,,,,,,151,,,,RB,0.81
1493,1,,1991-10-03,2016,,,,,16,,,Marcus Murphy,RB,,,34,,,,2015,1,,,,,,318,230,7,2008,RB,0.19
1494,20,,1990-06-22,2015,2,,,,62,,,Quinton Coples,DE,,,,,,16.5,2012,,75,,,,,,16,1,2008,DL,0.03
1495,3,,1987-02-20,2011,,,,64.5,20,,,Blair White,WR,,36,,,,,2010,5,,,,,9.9,355,,,,WR,0.31
1497,8,,1991-12-06,2016,,,,179.8,28,,,Jeremy Langford,RB,,,,,210,,2015,10,,,,3.5,,737,106,4,2008,RB,0.25
1498,18,,1987-06-26,2015,3,,,,68,,,Mike Neal,LB,,,,,,19.0,2010,,100,,,,,,56,2,2008,LB,0.25
1499,2,,1990-10-22,2014,,,,,17,,,Brandon Magee,OLB,,,,,,,2013,,,,,,,,,,,LB,0.22
1500,37,,1984-12-12,2014,,,,,124,,18,Richard Marshall,DB,,,,,,,2006,2,,,,,,405,58,2,2008,DB,0.21
1501,18,,1981-01-04,2010,3,,,,119,,,Jimmy Wilkerson,DE,,,,,,14.0,2003,,142,,,,,,189,6,2008,DL,0.35
1502,44,,1987-12-16,2016,,,,,89,89,,Orlando Franklin,OL,,,,,,,2011,,,,,,,,46,2,2008,OL,0.07
1503,0,,1988-06-19,2012,,,,,6,,,Dedrick Epps,TE,,,,,,,2010,,,,,,,,235,7,2008,TE,0.06
1505,28,,1984-04-20,2016,,,,527.1,164,,,Anthony Fasano,TE,,287,,,,,2006,35,,,,,11.0,3171,53,2,2008,TE,0.1
1506,19,,1992-09-06,2016,5,,,,34,,,Ryan Shazier,OLB,,,,,,7.0,2014,,137,,,,,,15,1,2008,LB,0.27
1507,6,,1988-07-19,2013,3,,,87.0,39,,,Kyle Williams,WR,,47,,,,40.5,2010,4,345,,,,12.2,574,206,6,2008,WR,0.08
1509,24,,1987-02-26,2016,,,,401.0,114,,,Darrius Heyward-Bey,WR,,199,,,,,2009,16,,,,,14.3,2841,7,1,2008,WR,0.08
1510,2,,1988-11-05,2015,2,,,,24,,,Scott Solomon,DE,,,,,,2.0,2012,,8,,,,,,211,7,2008,DL,0.88
1512,56,,1981-03-11,2011,,,,869.3,118,,,Lee Evans,WR,,381,,,,,2004,43,,,,,15.8,6008,13,1,2008,WR,0.31
1513,0,,1989-12-11,2013,,,,20.0,19,,,Stephen Burton,WR,,15,,,,,2011,1,,,,,9.9,149,236,7,2008,WR,0.29
1514,1,,1990-09-10,2015,,,,22.2,36,,,Tommy Bohanon,FB,,17,,,20,,2013,0,,,,3.4,9.1,155,215,7,2008,FB,0.38
1515,22,,1985-08-28,2014,4,,,,73,,,Moise Fokou,LB,,,,,,3.0,2009,,151,,,,,,230,7,2008,LB,0.11
1516,24,,1983-01-08,2014,2,,,,86,,,Kevin Vickerson,DT,,,,,,6.5,2007,,120,,,,,,,,,DL,0.34
1518,2,,1987-05-06,2012,,,,19.8,21,,,Keith Toston,RB,,,,,36,,2010,0,,,,3.6,,128,,,,RB,0.0
1519,3,60.3,1989-04-04,2016,,,,55.9,16,,6,Landry Jones,QB,2-2-0,,,,,,2013,7,,,,7.6,,1071,115,4,2008,QB,0.06
1520,54,,1980-08-03,2011,13,,,,125,,,E.J. Henderson,LB,,,,,,15.5,2003,,552,,,,,,40,2,2008,LB,0.08
1521,5,,1986-08-10,2012,,,,160.9,22,,,Ryan Torain,RB,,,,,238,,2008,6,,,,4.2,,1011,139,5,2008,RB,0.19
1522,1,,1985-12-12,2010,,,,,14,,,David Veikune,DE,,,,,,,2009,,,,,,,,52,2,2008,DL,0.06
1524,54,,1984-03-31,2015,,,,885.1,136,,,James Jones,WR,,433,,,,,2007,51,,,,,13.5,5861,78,3,2008,WR,0.06
1525,7,,1992-10-25,2016,,,,78.9,32,,,Chris Conley,WR,,61,,,,,2015,1,,,,,12.0,729,76,3,2008,WR,0.0
1526,34,,1985-07-02,2013,,,,677.2,84,,,BenJarvus Green-Ellis,RB,,,,,1008,,2008,42,,,,3.9,,3914,,,,RB,0.0
1527,37,,1986-11-28,2015,,,,679.0,99,,,Steve Johnson,WR,,381,,,,,2008,34,,,,,12.5,4764,224,7,2008,WR,0.27
1528,72,,1978-11-17,2012,20,,,,152,,,Kyle Vanden Bosch,DE,,,,,,58.0,2001,,332,,,,,,34,2,2008,DL,0.08
1530,11,,1994-04-21,2016,,,,,28,22,,Shaq Thompson,OLB,,,,,,,2015,,,,,,,,25,1,2008,LB,0.09
1531,52,,1987-12-20,2016,,,,,119,,14,Malcolm Jenkins,DB,,,,,,,2009,6,,,,,,473,14,1,2008,DB,0.08
1532,4,,1987-02-02,2012,,,,89.9,37,,,Javon Ringer,RB,,,,,120,,2009,3,,,,4.1,,486,173,5,2008,RB,0.22
1534,0,,1988-04-01,2011,,,,,3,,,Brandon Hogan,DB,,,,,,,2011,,,,,,,,98,4,2008,DB,0.56
1535,12,,1987-02-14,2016,,,,,86,,3,Don Carey,DB,,,,,,,2010,0,,,,,,58,,,,DB,0.18
1536,2,,1992-11-23,2016,,,,,14,,,Randy Gregory,DE,,,,,,,2015,,,,,,,,60,2,2008,DL,0.12
1537,29,,1991-01-05,2016,,,,,62,59,,Eric Fisher,OT,,,,,,,2013,,,,,,,,1,1,2008,OL,0.06
1539,12,,1993-06-15,2016,,,,224.0,24,,,Jay Ajayi,RB,,,,,309,,2015,9,,,,4.7,,1459,149,5,2008,RB,0.25
1540,4,,1987-09-09,2015,,,,,26,4,,Orie Lemon,LB,,,,,,,2012,,,,,,,,,,,LB,0.5
1542,0,,1990-02-11,2015,,,,,6,,,Nick Becton,OT,,,,,,,2013,,,,,,,,,,,OL,1.0
1545,1,,1990-06-17,2016,,,,41.5,64,,,Cory Harkey,TE,,27,,,,,2012,3,,,,,8.0,215,,,,TE,0.08
